Very Low (LM15) Simulation_0.0,Very Low (LM15) Simulation_0.1,Very Low (LM15) Simulation_0.25,Very Low (LM15) Simulation_0.5,Very Low (LM15) Simulation_0.75,Very Low (LM15) Simulation_1.0,Very Low (LM15) Simulation_5.0,Very Low (LM15) Simulation_10.0,Low (LM14) Simulation_0.0,Low (LM14) Simulation_0.1,Low (LM14) Simulation_0.25,Low (LM14) Simulation_0.5,Low (LM14) Simulation_0.75,Low (LM14) Simulation_1.0,Low (LM14) Simulation_5.0,Low (LM14) Simulation_10.0,Medium (LM18) Simulation_0.0,Medium (LM18) Simulation_0.1,Medium (LM18) Simulation_0.25,Medium (LM18) Simulation_0.5,Medium (LM18) Simulation_0.75,Medium (LM18) Simulation_1.0,Medium (LM18) Simulation_5.0,Medium (LM18) Simulation_10.0,High (LM19) Simulation_0.0,High (LM19) Simulation_0.1,High (LM19) Simulation_0.25,High (LM19) Simulation_0.5,High (LM19) Simulation_0.75,High (LM19) Simulation_1.0,High (LM19) Simulation_5.0,High (LM19) Simulation_10.0,Time (hr)
-1.6863553169138054e-23,0.0046968846339388946,0.014190316605489943,0.023858584321979747,0.028993032901900126,0.03207827341879415,0.04116666227645031,0.0424820481700536,0.0,0.016663352617576867,0.050287240844324635,0.08456629414728621,0.10287827062253159,0.11395562691972826,0.14721459948087007,0.15215562384847,2.8946967077986267e-24,0.02857986313902079,0.08608894702308087,0.14462122761090634,0.17588238295434963,0.19480026282381982,0.2517017593291824,0.26017910778611564,0.0,0.040080725519550844,0.12061429205370272,0.2025177579447431,0.24627393763902403,0.2727716750371402,0.3526732805120678,0.3646232086370566,589.4210150107219
-1.6977371421569435e-23,0.004726815187694222,0.014269959937999286,0.023978674089507976,0.029131175358018367,0.03222623833788175,0.04133950198810086,0.04265802474277049,0.0,0.016766877538235074,0.05056071470847247,0.0849766885003232,0.10334964281042192,0.11446024943249386,0.1478044390987515,0.15275644371853334,2.900494962828077e-24,0.028756801778187388,0.08655507609729782,0.14531959635351915,0.17668402516094336,0.19565819432160067,0.2527039979469489,0.2611999673874467,0.0,0.04032807715474258,0.12126472440985453,0.20349109018479444,0.24739068313996837,0.27396656487813886,0.3540686439327118,0.3660444968086776,590.421729807005
-1.7091537998687417e-23,0.004756872951389605,0.014349869167730433,0.02409908833007447,0.0292696534513128,0.03237454113291317,0.04151267364934552,0.042834331433844935,0.0,0.016870829404370947,0.0508350659072293,0.08538814008414584,0.10382210235760052,0.11496596301537841,0.1483953407173929,0.15335831824565896,2.906293217857528e-24,0.02893446690364465,0.08702269176286823,0.14601975145231308,0.17748750208921157,0.19651796526660964,0.2537080221725063,0.2622225994566976,0.0,0.04057644040299432,0.12191721987421175,0.20446689486326747,0.24850996444829357,0.2751639947795959,0.355466465778058,0.3674682240978454,591.4224446032881
-1.7206052900492002e-23,0.004787058165965793,0.014430044410970778,0.024219827005413818,0.029408467043533598,0.0325231816179241,0.04168617699094523,0.04301096796861563,0.0,0.016975208989316464,0.05111029493929621,0.08580064870744482,0.10429564875929062,0.11547276701533715,0.1489873034335939,0.15396124650938317,2.9120914728869787e-24,0.02911285981980851,0.08749179486551105,0.1467216925068135,0.17829281285106144,0.19737957451814858,0.2547138304338419,0.26324700239479215,0.0,0.040825817067902996,0.1225717795891918,0.2054451714355265,0.24963178028441652,0.27636396311901545,0.3568667438139565,0.36889438822677123,592.4231593995712
-1.7320916126983175e-23,0.004817371071974652,0.014510485887048999,0.02434089007538366,0.029547615995711252,0.0326721596064453,0.04186001174369119,0.04318793407250512,0.0,0.017080017064634013,0.05138640229747373,0.08621421417573166,0.10477028150856192,0.1159806607778327,0.149580326342446,0.15456522758953462,2.9178897279164287e-24,0.029291981828952336,0.08796238624445267,0.14742541917218926,0.17909995655469677,0.1982430209329606,0.2557214211590754,0.2642731746030412,0.0,0.041076208950076395,0.12322840468816645,0.20642591934987345,0.25075612936132763,0.27756646826437376,0.35826947579554796,0.37032298691812904,593.4238741958542
-1.7436127678160964e-23,0.004847811926960567,0.014591193765393936,0.02446227749780915,0.029687100168163102,0.0328214749115083,0.042034177638406875,0.04336522947038069,0.0,0.01718525439867611,0.05166338846866189,0.08662883629135874,0.10524600009634894,0.11648964364684977,0.1501744085391595,0.15517026056624078,2.9236879829458795e-24,0.029471834231202428,0.08843446673244582,0.14813093111145115,0.1799089323046477,0.19910830336525712,0.25673079277646854,0.2653011144831491,0.0,0.041327617847127227,0.12388709629548747,0.20740913806400044,0.251883010386873,0.2787715085731963,0.35967465948296107,0.37175401789506607,594.4245889921373
-1.7551687554025353e-23,0.0048783809865621044,0.014672168215434413,0.02458398923021659,0.029826919420499674,0.03297112734565085,0.04220867440594987,0.04354285388758117,0.0,0.01729092176279509,0.05194125402283756,0.08704451485353877,0.1057228040114687,0.11699971496490942,0.150769549119068,0.15577634451993372,2.92948623797533e-24,0.029652418324533348,0.08890803715578788,0.14883822792136886,0.1807197392017998,0.19997542066674395,0.2577419437131819,0.2663308204372193,0.0,0.04158004555366689,0.12454785552651129,0.20839482701804696,0.25301242206379454,0.2799790823994196,0.3610822926362984,0.373187478881211,595.4253037884204
-1.766759575457633e-23,0.004909078463773779,0.014753409403988714,0.02470602522908848,0.029967073611631218,0.03312111672092253,0.04238350177639899,0.04372080705026857,0.0,0.017397019925252045,0.05221999955811752,0.08746124965836467,0.1062006927406392,0.11751087406815261,0.15136574717763324,0.15638347853135653,2.93528449300478e-24,0.029833735404763397,0.0893830983343398,0.14954730923821102,0.18153237634342378,0.20084437168664812,0.25875487239274975,0.2673622908677612,0.0,0.041833493861299594,0.12521068348762457,0.2093829856447094,0.25414436308977145,0.2811891880934262,0.3624923730156364,0.37462336759782555,596.4260185847033
-1.7783852279813922e-23,0.004939904598049571,0.014834917496998319,0.02482838544986975,0.0301075625997742,0.03327144284889042,0.042558659480659004,0.04389908868415813,0.0,0.01750354965308959,0.0524996254445444,0.08787904049882957,0.10667966576849754,0.11802312029750917,0.15196300181045014,0.1569916616815698,2.9410827480342304e-24,0.030015786765550098,0.08985965108154484,0.15025817468529276,0.18234684282320537,0.20171515527174488,0.2597695772479805,0.26839552417769663,0.0,0.0420879645586163,0.12587558127626966,0.21037361336928515,0.2552788321574614,0.2824018240020804,0.3639048983810266,0.37606168176557697,597.4267333809864
-1.7900457129738114e-23,0.0049708596284660875,0.014916692666181586,0.024951069846973876,0.030248386242457674,0.03342210554064454,0.04273414725002836,0.04407769851505199,0.0,0.01761051171213179,0.05278013216411936,0.08829788716484624,0.1071597225776178,0.1185364529916074,0.1525613121132512,0.15760089305195726,2.9468810030636812e-24,0.030198573698385533,0.09033769620444694,0.15097082388033953,0.18316313773127416,0.20258777024669308,0.26078605670746596,0.26943051876672985,0.0,0.04234345943186984,0.12654254998096934,0.21136670960971582,0.2564158279545409,0.28361698846876215,0.3653198664924938,0.37750241911378624,598.4274481772695
-1.801741030434891e-23,0.005001943793721699,0.01499873508042471,0.02507407837378912,0.03038954439652979,0.03357310460194711,0.042909964815438725,0.04425663626884058,0.0,0.0177179068669842,0.05306152019417355,0.08871778944326711,0.10764086264852939,0.11905087148662846,0.15316067718191154,0.1582111717242324,2.952679258093132e-24,0.030382097492591815,0.09081723450370968,0.1516852563332996,0.18398126015423355,0.20346221546229076,0.2618043091999585,0.2704672730395065,0.0,0.04259998029420124,0.1272115906813524,0.21236227377663142,0.2575553491637467,0.28483467983340277,0.36673727511829074,0.3789455773677479,599.4281629735526
-1.8134711803646294e-23,0.0050331573321356375,0.015081044908613877,0.02519741098268472,0.030531036918164244,0.03372443984585336,0.043086111907858625,0.04443590167150387,0.0,0.017825735881033852,0.0533437900073681,0.08913874711790391,0.10812308545973504,0.11956637511729623,0.15376109611245348,0.15882249677711976,2.958477513122582e-24,0.03056635943615365,0.09129826675977798,0.15240147173707527,0.18480120917519008,0.20433848976105465,0.26282433315437914,0.2715057854011116,0.0,0.04285752890059036,0.12788270444817876,0.21336030527339397,0.25869739446291673,0.28605489643251936,0.3681571220173562,0.38039115425326,600.4288777698356
-1.825236162763029e-23,0.0050645004816471375,0.0151636223196353,0.025321067625017103,0.03067286366286679,0.0338761110823479,0.04326258825829514,0.04461549444911287,0.0,0.01793399951644929,0.05362694207169417,0.08956075996954767,0.10860639048772913,0.12008296321688898,0.15436256800105175,0.15943486729336842,2.964275768152033e-24,0.030751360862674996,0.09178079377034987,0.15311946969762852,0.18562298387037485,0.20521659197916134,0.26384612699982585,0.27254605425589845,0.0,0.04311610702821799,0.12855589234336504,0.21436080349614184,0.25984196252503133,0.2872776365992506,0.36957940494864644,0.38183914749663284,601.4295925661187
-1.837035977630089e-23,0.005095973479814521,0.015246467447397063,0.025445048251136033,0.0308150244854816,0.03402811812045843,0.043439393597795486,0.04479541432783075,0.0,0.018042698531590153,0.05391097685047282,0.0899838277759882,0.10909077720701557,0.12060063511725061,0.15496509194403768,0.1600482823564384,2.9700740231814833e-24,0.030937103014041328,0.09226481631764656,0.1538392498139213,0.18644658330875874,0.20609652095039185,0.264869689165581,0.2735880780086412,0.0,0.04337571645126069,0.12923115542000918,0.21536376783383288,0.2609890520182535,0.2885028986633908,0.37100412167322866,0.3832895548246974,602.4303073624018
-1.8488706249658077e-23,0.005127576563814327,0.015329580467647106,0.025569352810638026,0.03095751924019778,0.03418046076874916,0.04361652765744878,0.04497566103391426,0.0,0.018151833687119086,0.05419589480235508,0.09040795031203402,0.10957624508223361,0.12111939014880238,0.15556866703568362,0.16066274104901032,2.9758722782109337e-24,0.031123587171574207,0.0927503351766381,0.15456081167791583,0.18727200656926998,0.20697827550615608,0.2658950180811198,0.27463185506454063,0.0,0.04363635894088572,0.1299084947224162,0.21636919766828847,0.26213866160597044,0.28973068095142523,0.3724312699522282,0.38474237396481403,603.4310221586848
-1.8607401047701877e-23,0.005159309970440437,0.01541296155237291,0.025693981252986046,0.03110034777463888,0.034333138835325946,0.04379399016838774,0.045156234293715146,0.0,0.018261405741661678,0.05448169647136702,0.09083312734953232,0.1100627935784842,0.12163922764055457,0.15617329237341257,0.16127824245408476,2.9816705332403837e-24,0.03131081461443539,0.09323735111598784,0.15528415487457467,0.18809925272060174,0.2078618544755173,0.2669221121761186,0.2756773838292299,0.0,0.0438980362652461,0.1305879112806852,0.21737709237423786,0.26329078993070903,0.29096098178656554,0.37386084754682936,0.3861976026448816,604.4317369549678
-1.8726444170432285e-23,0.005191173936103172,0.015496610867086001,0.02581893352476184,0.03124350994224378,0.03448615212784142,0.04397178086179027,0.04533713383368131,0.0,0.0183714154522534,0.054768382361711714,0.09125935864443699,0.11055042217224097,0.12216014692054128,0.1567789670544085,0.1618947856549863,2.9874687882698345e-24,0.03149878661962276,0.09372586489807033,0.15600927897922665,0.18892832082803582,0.2087472566852159,0.2679509698804623,0.27672466270877943,0.0,0.04416075018947532,0.13126940612279722,0.2183874513193611,0.26444543563999917,0.29219379948681057,0.37529285221827446,0.38765523859334566,605.4324517512509
-1.8845835617849287e-23,0.0052231686968284155,0.01558052857729791,0.025944209572450857,0.0313870055979574,0.034639500453500144,0.04414989946888124,0.04551835938035826,0.0,0.01848186357469379,0.055055952859256366,0.09168664395349496,0.11103913032949911,0.12268214731723484,0.15738569017550696,0.16251236973536826,2.9932670432992853e-24,0.0316875044619665,0.09421587727898971,0.15673618355382896,0.1897592099534704,0.20963448095969395,0.2689815896242528,0.277773690109703,0.0,0.04442450247568236,0.13195298026878605,0.2194002738643336,0.26560259739521447,0.29342913234031026,0.3767272817278273,0.38911527953920716,606.433166547534
-1.896557538995288e-23,0.005255294488256727,0.01566471483597013,0.026069809341572256,0.03153083459308505,0.03479318361906375,0.04432834572093406,0.04569991066039037,0.0,0.018592750863546434,0.05534440841809109,0.09211498305394042,0.1115289175143025,0.12320522815410585,0.15799346083371,0.16313099377921697,2.9990652983287354e-24,0.031876969414125135,0.09470738900859779,0.1574648681670767,0.190591919155447,0.21052352612111921,0.2700139698378168,0.27882446443896297,0.0,0.04468929488294653,0.13263863472775853,0.2204155593411325,0.2667622738396065,0.2946669786821102,0.37816413384882913,0.39057772321203116,607.433881343817
-1.908566348674309e-23,0.00528755154564247,0.015749169750761915,0.02619573277668555,0.031674996778287716,0.034947201430856153,0.0445071193488848,0.045881787400294194,0.0,0.01870407807213903,0.0556337494885576,0.09254437570504467,0.11201978318876046,0.12372938875490336,0.1586022781261905,0.16375065687085655,3.004863553358186e-24,0.03206718274658168,0.0952004008305125,0.15819533237448333,0.19142644748917811,0.21141439098940984,0.2710481089517144,0.27987698410397616,0.0,0.04495512916731254,0.13332637050013665,0.22143330710457834,0.2679244636117496,0.29590733682140935,0.379603406335288,0.3920425673419563,608.4345961401001
-1.9206099908219898e-23,0.005319940103852905,0.015833893519157448,0.026321979821397057,0.03181949200358789,0.035101553694768604,0.04468622008364299,0.046063989325150184,0.0,0.01881584595256328,0.05592397651724904,0.09297482166315865,0.11251172681306401,0.12425462844205203,0.15921214115029614,0.16437135809495304,3.010661808387637e-24,0.032258145727639596,0.09569491348213573,0.15892757572444283,0.192262794006574,0.21230707438225802,0.27208400539367644,0.2809312475126189,0.0,0.04522200708178518,0.13401618857768188,0.2224535164991176,0.26908916534557775,0.2971502050642134,0.3810450969498175,0.39350980965970206,609.4353109363832
-1.9326884654383297e-23,0.005352460397367318,0.015918886301022596,0.026448550418366554,0.03196432011837539,0.03525624021626487,0.0448656476570926,0.04624651616326746,0.0,0.018928055254561642,0.05621508994701003,0.09340632068173126,0.11300474784550257,0.1247809465366653,0.15982304900355393,0.16499309653493346,3.0164600634170866e-24,0.03244985962341894,0.0961909276946717,0.15966159775822997,0.19310095775626998,0.2132015751151544,0.27312165759161083,0.28198725307323275,0.0,0.04548993037632434,0.13470808994352004,0.22347618685661713,0.27025637767042243,0.29839558171336733,0.3824892034551114,0.3949794478965783,610.4360257326662
-1.944801772523331e-23,0.005385112660276144,0.01600414825622324,0.026575444509313866,0.032109480971413286,0.035411260800386465,0.045045401800653764,0.046429367641609966,0.0,0.019040706727086527,0.05650709021693681,0.09383887251132773,0.11349884574248068,0.12530834235855842,0.16043500078367456,0.16561587127319677,3.0222583184465374e-24,0.032642325697852484,0.09668844419314535,0.1603973980100005,0.1939409377836542,0.2140978920014128,0.2741610639803777,0.28304499919097126,0.0,0.045758900797840014,0.13540207557216632,0.22450131750206997,0.2714260992110506,0.29964346506858774,0.3839357236139538,0.39645147977399847,611.4367405289493
-1.9569499120769924e-23,0.00541789712628006,0.016089679544625243,0.026702662035025353,0.03225497441084366,0.03556661525175765,0.04522548224579799,0.04661254348724036,0.0,0.01915380111918271,0.05679997776237703,0.09427247689964764,0.1139940199585342,0.125836815226261,0.1610479955885563,0.16623968139768433,3.028056573475988e-24,0.032835545212681685,0.09718746369642016,0.16113497604033128,0.19478273313089414,0.21499602384770147,0.2752022229911654,0.28410448427656104,0.0,0.04602892009018701,0.1360981464295495,0.22552890775363546,0.2725983285877017,0.3008938534264942,0.3853846551892282,0.39792590302575814,612.4374553252323
-1.969132884099314e-23,0.005450814028689119,0.01617548024816095,0.02683020293536055,0.03240080028419351,0.03572230337459071,0.045405888724049666,0.04679604342732126,0.0,0.019267339177804398,0.057093753048641005,0.09470713359154327,0.11449026994634713,0.12636636445703014,0.16166203251628952,0.16686452599403337,3.0338548285054386e-24,0.03302951942745286,0.09768798691721663,0.16187433144473712,0.19562634283696426,0.21589596944905756,0.2762451330554061,0.2851657067402931,0.0,0.04629998999416002,0.1367963034730371,0.22655895692268085,0.27377306441612553,0.3021467450806416,0.38683599594392776,0.3994027153890492,613.4381701215154
-1.9813506885902943e-23,0.005483863600421854,0.016261550588029475,0.026958067149258698,0.03254695843838054,0.0358783249695979,0.04558662096698755,0.04697986718911629,0.0,0.019381321648656483,0.05738841650819591,0.09514284232903775,0.11498759515676804,0.12689698936686325,0.1622771106651609,0.16749040414820085,3.0396530835348887e-24,0.03322424959951316,0.09819001456213027,0.1626154636947785,0.19647176592818624,0.2167977276245173,0.2772897926047822,0.28622866499217103,0.0,0.04657211224748839,0.13749654765145974,0.2275914643138222,0.27495030530761955,0.30340213832155183,0.38828974364807284,0.40088191459693867,614.4388849177984
-1.993603325549936e-23,0.00551704607400441,0.016347890684286766,0.027086254614608462,0.03269344871971913,0.03603467983880909,0.04576767870624626,0.04716401449999128,0.0,0.019495749276194633,0.05768396855266803,0.09557960285134351,0.1154859950388268,0.1274286892715954,0.16289322913356954,0.16811731494646612,3.0454513385643395e-24,0.03341973698400681,0.09869354733165014,0.16335837231026681,0.1973190014415659,0.21770129717804573,0.2783362000712341,0.2872933574426712,0.0,0.046845288584831245,0.13819887990513646,0.22862642922496576,0.2761300498690672,0.30466003143674664,0.3897458960652156,0.40236349838307817,615.4395997140815
-2.0058907949782382e-23,0.005550361681569636,0.01643450069436091,0.027214765268342052,0.032840270973926014,0.03619136778776927,0.04594906167351768,0.04734848508741526,0.0,0.019610622803625192,0.05798040960659966,0.0960174148948802,0.11598546903975088,0.12796146348502793,0.16351038701975934,0.16874525747543306,3.05124959359379e-24,0.03361598283387102,0.09919858592017664,0.1641030568050512,0.19816804840745741,0.21860667691148625,0.2793843538869666,0.28835978250274663,0.0,0.04711952073777214,0.1389033011658988,0.22966385094734848,0.2773122967029745,0.30592042271077846,0.3912044509564542,0.40384746448170944,616.4403145103646
-2.018213096875199e-23,0.0055838106548562125,0.0165213807745167,0.02734359904639063,0.03298742504612623,0.03634838861884468,0.046130769600552464,0.04753327867896161,0.0,0.019725942972905235,0.05827774009105582,0.09645627819329307,0.11648601660498199,0.12849531131875855,0.16412858342237638,0.16937423082203293,3.0570478486232403e-24,0.03381298839983213,0.09970513101603985,0.1648495166870187,0.199018905851663,0.21951386562458308,0.28043425248445614,0.28942793858383253,0.0,0.04739481043481409,0.13960981235711573,0.23070372876557932,0.27849704440750817,0.3071833104252631,0.3926654060862023,0.40533381062767243,617.4410293066476
-2.0305702312408213e-23,0.005617393225207777,0.01660853107985566,0.027472755883746137,0.03313491078085898,0.03650574213399803,0.046312802219161585,0.047718395002309254,0.0,0.019841710524240476,0.058575960423624326,0.09689619247747137,0.1169876371735468,0.1290302320839684,0.1647478174403363,0.1700042340735269,3.0628461036526904e-24,0.03401075493040172,0.10021318330151802,0.16559775145809472,0.1998715727968722,0.2204228621150038,0.28148589429645837,0.29049782409785113,0.0,0.04767115940990565,0.14031841439371875,0.23174606195768066,0.2796842915732012,0.30844869285891185,0.39412875921911794,0.4068225345564127,618.4417441029307
-2.0429621980751037e-23,0.0056511096235720175,0.016695951679981964,0.027602235714616966,0.033282728022083416,0.036663428134792946,0.04649515926121765,0.04790383378524364,0.0,0.01995792619463491,0.05887507101841566,0.09733715747556627,0.11749033017737635,0.12956622509065036,0.16536808817264528,0.1706352663175084,3.068644358682141e-24,0.034209283671872634,0.10072274344608971,0.166347760651771,0.20072604826268647,0.22133366517836078,0.28253927775601434,0.2915694374572159,0.0,0.04794856940022735,0.14102910818222608,0.23279084979512873,0.2808740367550564,0.30971656828756294,0.3955945081201156,0.4083136340039876,619.4424588992138
-2.0553889973780464e-23,0.005684960080499802,0.016783642772391773,0.027732038472216402,0.03343087660958686,0.036821446422398714,0.046677840458541925,0.04808959475565793,0.0,0.020074590724144845,0.059175072286063043,0.09777917291300926,0.1179940950661708,0.13010328964762216,0.16598939471862276,0.17126732664190567,3.074442613711592e-24,0.03440857586831508,0.10123381211722696,0.16709954381493666,0.20158233126564482,0.22224627360823376,0.28359440129645813,0.29264277707483694,0.0,0.04822704210817648,0.1417418946178081,0.2338380915428951,0.28206627856604166,0.3109869349738695,0.39706265055438067,0.4098071067070741,620.4431736954969
-2.0678506291496478e-23,0.005718944826144289,0.016871604501849092,0.02786216408899565,0.03357935638175403,0.03697979679759485,0.04686084554241874,0.048275677641554084,0.0,0.02019170484957508,0.059475964633722414,0.09822223851253035,0.11849893127771466,0.1306414250625397,0.1666117361777688,0.17190041413332446,3.080240868741042e-24,0.03460863276157269,0.10174638998535085,0.1678531003989871,0.20244042081924882,0.22316068619619184,0.28465126335142366,0.2937178413641253,0.0,0.048506579250557756,0.14245677458690215,0.23488778645583508,0.28326101558606065,0.312259791173949,0.3985331842873821,0.4113029504029754,621.4438884917798
-2.0803470933899106e-23,0.005753064090260053,0.016959837010697025,0.027992612496543754,0.03372816718601175,0.03713847906077581,0.04704417424543063,0.04846208217104402,0.0,0.02030926930647258,0.05977774845233496,0.0986663539934094,0.11900483824804131,0.13118063064191016,0.16723511164984922,0.17253452788125087,3.0860391237704928e-24,0.034809455591258656,0.10226047770836826,0.16860842989474847,0.20330031593398828,0.22407690173181605,0.285709862354852,0.2947946287389986,0.0,0.04878718254110735,0.14317374897496016,0.23593993376022895,0.2844582463907809,0.3135351351702124,0.4000061070848867,0.4128011628296289,622.4446032880629
-2.0928783900988337e-23,0.005787318102202182,0.017048340439545704,0.028123383625190353,0.03387730886370451,0.0372974930119555,0.04722782629966,0.04864880807090656,0.0,0.020427284829126372,0.06008042414572031,0.09911151904631663,0.11951181541144767,0.1317209056911049,0.1678595202348214,0.17316966697457098,3.0918373787999436e-24,0.03501104559475174,0.10277607593820554,0.16936553178812253,0.2041620156173658,0.2249949190027209,0.2867701967365517,0.2958731376138847,0.0,0.04906885369048856,0.14389281865481643,0.2369945327219639,0.28565796955166817,0.31481296522604524,0.4014814167129713,0.41430174172561246,623.445318084346
-2.1054445192764155e-23,0.005821707105317168,0.01713711492727232,0.028254477403919304,0.03402678125560257,0.03745683845077198,0.047411801437253834,0.04883585506988454,0.0,0.020545752150567594,0.06038399211348632,0.09955773340672142,0.12001986220050946,0.13226224951437277,0.16848496103295477,0.1738058305024257,3.0976356338293932e-24,0.035213404007192334,0.10329318532082644,0.17012440556008668,0.20502551887392226,0.22591473679457674,0.28783226493087716,0.29695336640042735,0.0,0.04935159440628764,0.1446139844909974,0.23805158257911713,0.2868601836360223,0.3160932796020265,0.40295911093803655,0.4158046848301516,624.446032880629
-2.118045480922659e-23,0.005856231340428157,0.017226160611021137,0.028385893761412467,0.034176584201907195,0.037616515176492116,0.04759609939042502,0.049023222896806315,0.0,0.02066467200256955,0.0606884527480706,0.1000049967859355,0.12052897804609643,0.13280466141485328,0.16911143314475408,0.17444301755428893,3.103433888858844e-24,0.03541653209786948,0.10381180649625,0.1708850506866945,0.20589082470526246,0.2268363538911324,0.2888960653748564,0.2980353135158005,0.0,0.049635406393009784,0.14533724733974618,0.23911108256337144,0.2880648872070125,0.3173760765559584,0.4044391875303265,0.4173099898831275,625.4467476769121
-2.1306812750375624e-23,0.005890891014589703,0.01731547762675647,0.02851763262670121,0.03432671754225572,0.03777652298801612,0.04778071989145352,0.049210911280145306,0.0,0.020784045115647614,0.060993806438391106,0.10045330889261006,0.12103916237738713,0.13334814069458958,0.169738935670847,0.1750812272199688,3.1092321438882945e-24,0.03562043109477886,0.10433194009856792,0.171647466657328,0.2067579321063462,0.2277597690742366,0.2899615965033661,0.2991189773761827,0.0,0.04992029135207465,0.14606260804904603,0.24017303190005262,0.2892720788237118,0.31866135434289433,0.40592164425526334,0.41881765461200443,626.4474624731952
-2.143351901621126e-23,0.005925686355930301,0.017405066111385994,0.028649693926081982,0.03447718111572681,0.03793686168388223,0.04796566267268778,0.049398919948483874,0.0,0.02090387221905928,0.06130005356984631,0.10090266943275283,0.12155041462188412,0.13389268665454168,0.1703674677118533,0.17572045858961,3.1150303989177452e-24,0.035825102204016177,0.10485358675596253,0.17241165295655903,0.20762684006895543,0.2286849811106563,0.2910288567515976,0.3002043563978849,0.0,0.050206250981812375,0.14679006745864515,0.24123742980816804,0.29048175704113277,0.3199491112151689,0.4074064788802616,0.42032767676682314,627.4481772694783
-2.1560573606733487e-23,0.005960617592188574,0.01749492619498174,0.028782077582450778,0.034627974760845594,0.03809753106227133,0.04815092746654597,0.04958724863051418,0.0,0.021024154040804162,0.06160719452431511,0.10135307810974485,0.12206273420542904,0.13443829859459944,0.17099702836961478,0.17636071075369553,3.1208286539471953e-24,0.03603054665267548,0.1053767470907244,0.17317760903432977,0.20849754759016556,0.22961198877968805,0.29209784455506277,0.3012914489977362,0.0,0.05049328697745923,0.14751962640008054,0.24230427550044428,0.2916939204102622,0.32123934542242616,0.4088936891734677,0.421840054089342,628.4488920657612
-2.1687976521942325e-23,0.005995684950712636,0.017585058008118767,0.02891478352571631,0.0347790983155889,0.038258530920458125,0.0483365140055174,0.04977589705503918,0.0,0.021144891306396747,0.061915229680156975,0.10180453462435751,0.1225761205522178,0.1349849758112319,0.17162761674482058,0.17700198280304885,3.126626908976646e-24,0.036236765665635315,0.10590142171927039,0.17394533435217102,0.20937005365951036,0.23054079086298168,0.2931685583496003,0.3023802535930883,0.0,0.05078140103115364,0.14825128569670262,0.2433735681833658,0.29290856747809724,0.32253205521164974,0.4103832729034493,0.42335478432155726,629.4496068620443
-2.1815727761837765e-23,0.006030888658459405,0.017675461679666205,0.029047811683025237,0.03493055161739031,0.03841986104996764,0.04852242202216365,0.04996486495097341,0.0,0.02126608473830415,0.062224159412211724,0.10225703867476914,0.12309057308481539,0.13553271759804572,0.1722592319383385,0.17764427382883535,3.132425164006097e-24,0.036443760465555496,0.10642761125216087,0.17471482836710786,0.2102443572636638,0.23147138613411034,0.2942409965713815,0.30347076860181904,0.0,0.05107059483193172,0.14898504616369893,0.24444530705721212,0.2941256967876792,0.3238272388271906,0.411875227839209,0.4248718652061143,630.4503216583274
-2.194382732641981e-23,0.00606622894199396,0.01776613733678731,0.029181161967786477,0.035082334503145476,0.0385815212525547,0.048708651249119994,0.05015415204734392,0.0,0.02138773506326895,0.0625339840917997,0.1027105899565821,0.12360609122417113,0.13608152325584072,0.1728918730535802,0.17828758292292438,3.1382234190355473e-24,0.03665153227287409,0.10695531629411785,0.17548609053165987,0.21112045738646376,0.23240377336479287,0.2953151576569167,0.3045629924423373,0.0,0.051360870065723256,0.14972090860811854,0.24551949131609638,0.2953453068781296,0.325124894510797,0.41336955175019946,0.426391294486314,631.4510364546105
-2.2072275215688437e-23,0.006101706027488875,0.017857085104939434,0.029314834310319993,0.03523444680921718,0.03874351132476697,0.048895201419096646,0.050343758073291216,0.0,0.021509843004019574,0.06284470408672164,0.10316518816283955,0.12412267438963363,0.13663139208000494,0.17352553919122632,0.1789319091772954,3.1440216740649973e-24,0.0368600823058043,0.10748453744404247,0.17625912029384114,0.21199835300893538,0.23333795132491392,0.2963910400430612,0.3056569235335867,0.0,0.05165222841534743,0.15045887382889633,0.24659612014800317,0.2965673962846851,0.3264250205016431,0.4148662424063376,0.4279130699061183,632.4517512508935
-2.2201071429643684e-23,0.006137320140723574,0.01794830510787405,0.029448828635385033,0.03538688837144061,0.03890583106280032,0.04908207226419528,0.050533682758070186,0.0,0.02163240928201338,0.06315631975784736,0.10362083298404251,0.12464032199717523,0.1371823233648955,0.17416022945291681,0.17957725168397629,3.1498199290944478e-24,0.03706941178033142,0.10801527529503308,0.17703391710231925,0.21287804310931477,0.23427391878254422,0.29746864216702196,0.30675256029505055,0.0,0.051944671560508755,0.15119894261687727,0.24767519273482697,0.2977919635387329,0.3277276150363587,0.4163652975780201,0.4294371892101568,633.4524660471766
-2.233021596828553e-23,0.006173071507083646,0.01803979748411113,0.029583144858593688,0.035539659025128456,0.039068480262502744,0.04926926351764457,0.0507239258310509,0.0,0.021755434617436585,0.06346883146392729,0.1040775241081664,0.12515903344966492,0.1377343164038506,0.1747959429430825,0.18022360953557748,3.1556181841238986e-24,0.037279521910209626,0.10854753043440249,0.17781048039833253,0.21375952666307188,0.23521167450396022,0.29854796246636284,0.3078499011467551,0.0,0.05223820117779267,0.15194111575484032,0.24875670825240948,0.29901900716784535,0.32903267634905714,0.41786671503613665,0.4309636501437315,634.4531808434597
