Very Low (LM15) Simulation_0.0,Very Low (LM15) Simulation_0.1,Very Low (LM15) Simulation_0.25,Very Low (LM15) Simulation_0.5,Very Low (LM15) Simulation_0.75,Very Low (LM15) Simulation_1.0,Very Low (LM15) Simulation_5.0,Very Low (LM15) Simulation_10.0,Low (LM14) Simulation_0.0,Low (LM14) Simulation_0.1,Low (LM14) Simulation_0.25,Low (LM14) Simulation_0.5,Low (LM14) Simulation_0.75,Low (LM14) Simulation_1.0,Low (LM14) Simulation_5.0,Low (LM14) Simulation_10.0,Medium (LM18) Simulation_0.0,Medium (LM18) Simulation_0.1,Medium (LM18) Simulation_0.25,Medium (LM18) Simulation_0.5,Medium (LM18) Simulation_0.75,Medium (LM18) Simulation_1.0,Medium (LM18) Simulation_5.0,Medium (LM18) Simulation_10.0,High (LM19) Simulation_0.0,High (LM19) Simulation_0.1,High (LM19) Simulation_0.25,High (LM19) Simulation_0.5,High (LM19) Simulation_0.75,High (LM19) Simulation_1.0,High (LM19) Simulation_5.0,High (LM19) Simulation_10.0,Time (hr)
0.0,7.903333458563001e-07,3.603729759838966e-06,9.170286704762669e-06,1.415605104965855e-05,1.8270714522691326e-05,3.937997706501404e-05,4.426821830597176e-05,0.0,3.7601016450112437e-06,1.782838301360896e-05,4.7265129342568254e-05,7.483835003234074e-05,9.826651186653506e-05,0.00022586163345892827,0.0002569013084559814,2.6459158210938044e-47,6.645720849493875e-06,3.166980795771674e-05,8.440678231077766e-05,0.0001340866305853149,0.00017645542655328188,0.00040898080560333684,0.00046590141835295835,0.0,9.604295162171271e-06,4.604353742243e-05,0.00012350716341245262,0.0001970000116135277,0.0002599738114299693,0.0006090957425049688,0.0006952889675214868,91.0650464617584
0.0,8.404519527304206e-07,3.8305663610333685e-06,9.740869048457117e-06,1.5028968950136105e-05,1.9389721620578224e-05,4.171962125267323e-05,4.6881720659574754e-05,0.0,3.993306728396463e-06,1.892380492825534e-05,5.01267335504103e-05,7.93171893687258e-05,0.00010409528331458276,0.0002387285457397142,0.0002714122478426452,3.7293643204384553e-47,7.058604153428569e-06,3.36183148072343e-05,8.95211190897771e-05,0.00014211369141042352,0.000186921474491094,0.0004322370766741178,0.0004921591325717926,0.0,1.0201630510425157e-05,4.887801814378209e-05,0.00013098915952371087,0.00020878406289088225,0.0002753739956162846,0.0006436082194779765,0.0007343154491333788,92.06576125804146
0.0,8.930364604734225e-07,4.0684143278637016e-06,1.0338588125450931e-05,1.5942769722595267e-05,2.0560502528741452e-05,4.4162052836764066e-05,4.960882475610325e-05,0.0,4.237549300366782e-06,2.0070145999811442e-05,5.3117775112266946e-05,8.399438750212275e-05,0.00011017808664235022,0.0002521170540512034,0.0002865025596608894,4.816805420823783e-47,7.49099312661887e-06,3.5657153742927834e-05,9.486588051585227e-05,0.00015049455141952635,0.0001978410858059077,0.000456427384736414,0.0005194546470127012,0.0,1.0827124009139652e-05,5.1843483523365225e-05,0.00013880668974791834,0.0002210844346132305,0.0002914370534173813,0.0006794912889714134,0.0007748656014679889,93.06647605432453
0.0,9.48172952219243e-07,4.317644052705655e-06,1.0964319362372851e-05,1.6898713187309163e-05,2.1784642847479252e-05,4.6710060248597166e-05,5.245253799180335e-05,0.0,4.493186333427368e-06,2.1268983437378882e-05,5.624201787515828e-05,8.887543609983717e-05,0.00011652168921385831,0.00026603881040552385,0.0003021846520207837,5.844665767205643e-47,7.94351280664093e-06,3.7789091899625707e-05,0.00010044766363000813,0.0001592388075830107,0.00020922610030117548,0.00048157185365250277,0.0005478093998894026,0.0,1.148166964389228e-05,5.494389981624649e-05,0.00014696921441126936,0.00023391489272009698,0.00030817990603682993,0.0007167733988362427,0.0008169696053338401,94.06719085060757
0.0,1.00594840638757e-06,4.578633045235645e-06,1.1618951501132677e-05,1.789809000863873e-05,2.30637363476839e-05,4.936645179849825e-05,5.541588308456721e-05,0.0,4.760580216578577e-06,2.2521916367530322e-05,5.950326412222596e-05,9.396586183807463e-05,0.00012313289803324258,0.00028050539396499855,0.0003184708930921044,6.625808959914207e-47,8.416798049738401e-06,4.0016932945459904e-05,0.00010627316418099956,0.00016835614958213125,0.00022108841113785502,0.0005076905275075537,0.0005772446779900879,0.0,1.2166175001950724e-05,5.8183285049702445e-05,0.00015548627588344836,0.00024728928314836867,0.00032561953853507263,0.0007554828190950248,0.0008606574099986877,95.06790564689064
0.0,1.066451732390098e-06,4.851765689716212e-06,1.2303386492598602e-05,1.894221882973879e-05,2.4399395212529476e-05,5.213404676804734e-05,5.8501897118676e-05,0.0,5.040099308986131e-06,2.383056517356907e-05,6.290535325252248e-05,9.927122989315504e-05,0.00013001855477164613,0.00029552835366171984,0.00033537358031484466,7.229876136413409e-47,8.911493599453293e-06,4.234351645489435e-05,0.00011234902797907513,0.00017785630327410597,0.00023343996258928817,0.000534803345538535,0.0006077816419349009,0.0,1.2881561052929615e-05,6.156570204747113e-05,0.00016436749578194513,0.00026122152526593997,0.0003437729867023649,0.0007956476431996877,0.0009059586828016911,96.0686204431737
0.0,1.1297734834892435e-06,5.137432587512709e-06,1.3018534881783352e-05,2.0032428027416066e-05,2.5793249650904328e-05,5.5015681138431506e-05,6.171362789305548e-05,0.0,5.332117968374326e-06,2.519657150748786e-05,6.645216064032616e-05,0.00010479716466947648,0.00013718553474040892,0.0003111192273070329,0.0003529049295321707,7.606504391554379e-47,9.428254026012866e-06,4.477171754642976e-05,0.00011868202602435093,0.0001877490805510325,0.0002462927472998719,0.0005629301486288579,0.000639441289974876,0.0,1.3628762980387883e-05,6.509526812712711e-05,0.00017362257203006544,0.00027572560957757423,0.00036265733522328837,0.0008372957536010028,0.0009529028414724751,97.06933523945676
0.0,1.1960058567981455e-06,5.436030676685418e-06,1.3765323617155337e-05,2.117003914575061e-05,2.724693987420345e-05,5.8014201727893345e-05,6.505413365300944e-05,0.0,5.637015768044833e-06,2.6621598041751115e-05,7.014759817429371e-05,0.00011054927686175163,0.00014464074516733192,0.00032728948048108794,0.00037107708495520616,7.569628818976032e-47,9.967743568590697e-06,4.730444624548263e-05,0.0001252790228042558,0.00019804432862130804,0.000259658796580059,0.0005920906581249808,0.0006722444546327949,0.0,1.4408729270372208e-05,6.877617461456623e-05,0.00018326127625764333,0.00029081558983256066,0.0003822897120532428,0.0008804548359158727,0.0010015190178315526,98.07005003573983
0.0,1.265242880160779e-06,5.747962331818778e-06,1.4544692961523485e-05,2.2356396992849558e-05,2.87621240471135e-05,6.113246872080826e-05,6.852648426188617e-05,0.0,5.9551783921142255e-06,2.8107327622662866e-05,7.399561178359488e-05,0.00011653323678447162,0.0001523911224074658,0.00034405051980604254,0.000389902156444434,6.931922938861835e-47,1.0530636244526302e-05,4.994464710809246e-05,0.0001321469768943468,0.00020875195095132302,0.00027355018022299094,0.0006223044776990437,0.0007062118169753591,0.0,1.5222422018076591e-05,7.261258873180668e-05,0.00019329345070608403,0.0003065055805956495,0.00040268727611756625,0.000925152361115043,0.0010518360415085403,99.07076483202287
0.0,1.3375803341380688e-06,6.0736375886405155e-06,1.535759460984753e-05,2.359288891287004e-05,3.0340484540067802e-05,6.437335414971238e-05,7.213375357427933e-05,0.0,6.286997340854092e-06,2.965546400606503e-05,7.800018002811039e-05,0.00012275479082258148,0.00016044362627689305,0.0003614136900321289,0.00040939211833106854,5.67092758295157e-47,1.1117615699396956e-05,5.269529858954538e-05,0.0001392927454082413,0.00021988191960766753,0.0002879790028466065,0.0006535910799655523,0.0007413638622269751,0.0,1.607081664240892e-05,7.660880586997657e-05,0.00020372900587810525,0.000322809751979079,0.00042386721931873876,0.0009714155543027858,0.0011038824697380321,100.07147962830594
0.0,1.4131152375534121e-06,6.413472341313467e-06,1.620499258578456e-05,2.488090313904661e-05,3.198371520619389e-05,6.773973897789397e-05,7.587902291771902e-05,0.0,6.632868415730809e-06,3.126773099096955e-05,8.216531435007608e-05,0.00012921969430310703,0.00016880524036527874,0.00037939029737733463,0.00042955887001078035,3.8360546666557054e-47,1.1729375137767984e-05,5.555941264640543e-05,0.00014672341624711148,0.00023144420612539467,0.000302957394426279,0.000685969804938992,0.000777720899974761,0.0,1.6954901772178805e-05,8.076906934147187e-05,0.00021457791729281313,0.0003397423237351867,0.00044584675409696024,0.0010192714304997387,0.00115768652406998,101.072194424589
0.0,1.491946454244254e-06,6.76788878685924e-06,1.7087861335145133e-05,2.6221843279552983e-05,3.3693525204039666e-05,7.123450803996329e-05,7.976537843848679e-05,0.0,6.993194815088517e-06,3.2945872241904826e-05,8.649505718301276e-05,0.00013593370078547322,0.00017748297319762472,0.0003979915701860778,0.0004504142282204535,1.5523374314392265e-47,1.2366617360692712e-05,5.854003411776772e-05,0.00015444605621461633,0.00024344887779295874,0.00031849751160264864,0.0007194598517797931,0.0008153030562045109,0.0,1.7875679676106244e-05,8.509776671432827e-05,0.0002258502233604831,0.0003573175635598529,0.00046864310896832154,0.0010687467432968375,0.0012132761232556914,102.07290922087205
0.0,1.5741745006723014e-06,7.1373148706158906e-06,1.8007183020466623e-05,2.7617127916775913e-05,3.547163855382492e-05,7.486055944355226e-05,8.37959137967357e-05,0.0,7.3683849910781844e-06,3.469165048294961e-05,9.099348112105035e-05,0.0001429026634455542,0.00018648384890693258,0.00041722863196893845,0.0004719699369061072,-8.135748907497432e-48,1.3030054634961301e-05,6.164024030257592e-05,0.00016246770173416008,0.00025590600583139236,0.0003346115321574328,0.0007540802570802604,0.0008541302452014053,0.0,1.883416508855764e-05,8.959924815943107e-05,0.00023755602205217285,0.00037554977893485784,0.0004922735278365174,0.0011198679880034099,0.0012706788676720314,103.07362401715511
0.0,1.6599015459235177e-06,7.522184802247019e-06,1.896395897865672e-05,2.9068183593988523e-05,3.731978615654298e-05,7.86207950084639e-05,8.797372463204367e-05,0.0,7.758853081315208e-06,3.650684763382684e-05,9.56646878913885e-05,0.00015013236409332583,0.00019581490690649559,0.00043711258015852384,0.0004942375999611484,-3.0925195709815744e-47,1.3720408650056235e-05,6.486314036013536e-05,0.0001707955440152196,0.00026882569800361665,0.0003513116473345745,0.0007898499026488568,0.0008942222032197548,0.0,1.9831386130160737e-05,9.427795505813003e-05,0.000249705469352666,0.000394453317232991,0.0005167552553407365,0.0011726614277848733,0.0013299220095506416,104.07433881343817
0.0,1.749231506287984e-06,7.922939390010022e-06,1.99591988980642e-05,3.057642344534785e-05,3.923972170820063e-05,8.251812129335492e-05,9.230190442597432e-05,0.0,8.165017609673716e-06,3.839326530430916e-05,0.00010051280708320851,0.00015762868336895096,0.0002054832012063135,0.00045765442846935065,0.0005172287281459568,-5.2192870094018555e-47,1.4438410511499254e-05,6.821187487269478e-05,0.00017943674858048267,0.0002822181232023008,0.0003686100640490102,0.0008267875442470601,0.0009355984398810284,0.0,2.086838372644563e-05,9.91383544934615e-05,0.00026230877496789253,0.00041404255724806794,0.0005421055393184384,0.0012271530298446404,0.001391032489323785,105.07505360972124
0.0,1.8422698648382427e-06,8.340025329257851e-06,2.0993923717659007e-05,3.214331985846841e-05,4.123320937104996e-05,8.655544839199424e-05,9.678354837634066e-05,0.0,8.587302532177366e-06,4.0352723538759345e-05,0.00010554199528001135,0.00016539748625229607,0.000215495803914452,0.00047886508032862383,0.0005409547501116611,-7.374008404884619e-47,1.5184800589903634e-05,7.168961528338136e-05,0.00018839853059501668,0.0002960934281365605,0.000386518996722646,0.0008649117250536513,0.0009782782432522575,0.0,2.1946211680284876e-05,0.00010418496424608377,0.0002753762004636688,0.00043433190508697573,0.0005683416228655022,0.001283368497952152,0.0014540368828667792,106.0757684060043
0.0,1.9391237466839212e-06,8.77389535212234e-06,2.2069165463546884e-05,3.377033834002613e-05,4.3302025697631e-05,9.073569319746795e-05,0.0001014217509641402,0.0,9.026139290399039e-06,4.238706069536148e-05,0.00011075643570284486,0.00017344465286499547,0.00022585978873741815,0.0005007553849227844,0.000565426973619227,-9.280910112089626e-47,1.5960328565102734e-05,7.52995633417326e-05,0.00019768816515366292,0.0003104618396575184,0.00040505066264141456,0.0009042408237979277,0.0010222806917602406,0.0,2.3065936301662426e-05,0.00010942230105370196,0.0002889180580007158,0.00045533579448635476,0.0005954807356039017,0.0013413332703363788,0.0015189614299370145,107.07648320228735
0.0,2.039901955175773e-06,9.225006655437676e-06,2.3185962294363584e-05,3.5458955941892686e-05,4.5447959473557646e-05,9.50617694423356e-05,0.00010621961613701429,0.0,9.481964103418691e-06,4.449813217401299e-05,0.00011616033582915482,0.000181776098881935,0.00023658223873043258,0.0005233361042059483,0.0005906565782847002,-1.0943472258709924e-46,1.676575335395167e-05,7.904495067904464e-05,0.0002073129364499735,0.00032533357028532853,0.00042421728869449844,0.000944793069703694,0.0010676246776477225,0.0,2.4228637013568284e-05,0.00011485495366454819,0.0003029447061467464,0.0004770686803797024,0.0006235401010088813,0.0014010724785504093,0.0015858320320543144,108.07719799857041
0.0,2.1447149485009882e-06,9.693824627309556e-06,2.434536742573669e-05,3.721066076473963e-05,4.7672809437729144e-05,9.953659171216613e-05,0.00011118022820226885,0.0,9.955218625444456e-06,4.668781263429448e-05,0.000121757927202177,0.0001903977389984744,0.0002476702443782702,0.0005466179012378074,0.0006166546325081519,-1.2509660202097539e-46,1.7601843031325863e-05,8.292903820491153e-05,0.00021728019290233918,0.0003407188586082611,0.0004440310901201794,0.0009865865041200498,0.0011143288097663396,0.0,2.543540553755958e-05,0.0001204875909367815,0.0003174665467001758,0.0004995450298036232,0.0006525369116341511,0.0014626109790689887,0.0016546742022359895,109.07791279485348
0.0,2.2536748068087585e-06,1.0180819738562516e-05,2.554844427452911e-05,3.902695146164263e-05,4.997838336141642e-05,0.00010416307411348431,0.00011630667279828008,0.0,1.0446346298090963e-05,4.895799376074363e-05,0.00012755346518305161,0.0001993155228076666,0.0002591309023536497,0.0005706113524531917,0.0006434321242220347,-1.3945752541879806e-46,1.8469374638823913e-05,8.6955115617519e-05,0.0002275973142384699,0.00035662799709036545,0.0004645042767189378,0.0010296389581739773,0.0011624114774528215,0.0,2.668734619127345e-05,0.00012632491003621065,0.0003324940245430579,0.000522779325577022,0.0006824883361745692,0.00152597333478151,0.0017255130972311718,110.07862759113652
0.0,2.366894811956245e-06,1.0686468351176015e-05,2.6796265603304747e-05,4.090934835651289e-05,5.236650556452887e-05,0.0001089441286077206,0.00012160202963525076,0.0,1.0955801070571899e-05,5.131058449167108e-05,0.00013355122730969563,0.00020853540773217447,0.0002709713041891655,0.000595326938117197,0.0006709998755360614,-1.5282816821724969e-46,1.9369134385299706e-05,9.112650090166174e-05,0.00023827168667403314,0.00037307124121238627,0.00048564904749950417,0.0010739680867998926,0.001211890880043757,0.0,2.7985575854428423e-05,0.00013237157980081288,0.00034803762537690314,0.0005467860641403558,0.0007134115210006668,0.0015911837959357667,0.001798373566275411,111.07934238741959
0.0,2.4844905691002545e-06,1.1211252680906367e-05,2.8089914106350382e-05,4.285936859361826e-05,5.4839007896337035e-05,0.00011388267458157959,0.00012706937123158372,0.0,1.1484040613712145e-05,5.3747510144211914e-05,0.000139755510410767,0.00021806334837776598,0.0002831985421628657,0.0006207750377343491,0.0006993685966680406,-1.6529101600001742e-46,2.0301917457000793e-05,9.544653979998757e-05,0.00024931076629759524,0.00039005888403551345,0.0005074776072959338,0.00111959138982182,0.0012627849555376445,0.0,2.933122372139079e-05,0.0001386324086815173,0.00036410786916624843,0.0005715797394294202,0.0007453235784787293,0.0016582663434869037,0.0018732800241034958,112.08005718370265
0.0,2.606579069448125e-06,1.1755660759908736e-05,2.9430481280327763e-05,4.487854086182933e-05,5.7397731911809866e-05,0.00011898162225568963,0.00013271177519417245,0.0,1.2031528101414965e-05,5.627071307347433e-05,0.0001461706318790088,0.00022790533939797452,0.0002958197155008374,0.00064696592463655,0.0007285488806260007,-1.7780450715490706e-46,2.1268527961906622e-05,9.991860528605512e-05,0.00026072203321886165,0.0004076012574345037,0.0005300021235868996,0.0011665261214666332,0.0013151113827335225,0.0,3.072543118560015e-05,0.0001451121677155901,0.0003807153115423406,0.000597174849647333,0.0007782415722331313,0.0017272446213209534,0.001950256529118532,113.08077197998571
0.0,2.733278950479008e-06,1.232018408102808e-05,3.0819066705248304e-05,4.696840438640272e-05,6.0044528388934986e-05,0.00012424387154674667,0.00013853230511676087,0.0,1.2598729669369954e-05,5.8882152056781334e-05,0.00015280092790212867,0.00023806737025826576,0.00030884191072541367,0.000673909770041845,0.0007585512111449191,-1.905608596198137e-46,2.2269778690921337e-05,0.00010454609707240977,0.00027251295267116725,0.00042570863536572304,0.0005532347482014936,0.0012147893490362012,0.0013688876127639555,0.0,3.216935187967439e-05,0.00015181566654648003,0.0003978705437399929,0.0006235858988282703,0.0008121825269930831,0.0017981419629801044,0.00202932681202542,114.08148677626878
0.0,2.8647104959438665e-06,1.2905321907873319e-05,3.2256782134385385e-05,4.913050696382396e-05,6.278125684603888e-05,0.0001296723202902719,0.00014453400497818465,0.0,1.3186117748486406e-05,6.158380180999811e-05,0.00015965075252552714,0.0002485554196597364,0.00032227220483262056,0.0007016166504236893,0.0007893859109746795,-2.0294138914001137e-46,2.3306491438596835e-05,0.00010933244111481677,0.00028469107292050693,0.0004443913449691862,0.0005771876092037942,0.0012643979672621783,0.0014241308999867017,0.0,3.3664151522093065e-05,0.00015874778194455638,0.0004155841830768423,0.0006508273764585528,0.0008471634390835244,0.0018709814057968552,0.002110514210931707,115.08220157255182
0.0,3.0009953340467587e-06,1.3511579386193824e-05,3.374474709763493e-05,5.136640449761961e-05,6.560978400546483e-05,0.00013526985941271272,0.00015071991360877357,0.0,1.3794171908937264e-05,6.437765277685304e-05,0.0001667244836701291,0.00025937551050649835,0.00033611766778083186,0.0007300965308056063,0.0008210631805096952,-2.1567803652028882e-46,2.4379496680448324e-05,0.0001142810890376183,0.00029726395478284917,0.00046365972869293005,0.0006018728362289369,0.0013153686474409161,0.0014808581923663302,0.0,3.521100764540241e-05,0.00016591338265969658,0.0004338668755244317,0.0006789137653261464,0.000883201231105214,0.0019457856965766139,0.0021938416690389403,116.08291636883489
0.0,3.1422561090828003e-06,1.4139466660997478e-05,3.528408993570393e-05,5.367767708659609e-05,6.853198253366104e-05,0.00014103938085505152,0.00015709305767594195,0.0,1.4423376060609225e-05,6.726571082894621e-05,0.00017402650601227218,0.00027053364705085766,0.0003503853579287696,0.0007593592168303517,0.0008535931101831564,-2.2868834568125364e-46,2.548963356874223e-05,0.0001193955177240639,0.00031023913407586594,0.00048352405874761565,0.0006273025001989084,0.00136771784668075,0.0015390862070745906,0.0,3.681110996006693e-05,0.00017331739647214318,0.0004527292965233945,0.0007078595455174059,0.0009203127765672721,0.0020225772177150424,0.0022793317811485,117.08363116511795
0.0,3.288618508535863e-06,1.4789499387562727e-05,3.6875947598449674e-05,5.6065912681902994e-05,7.154973645916363e-05,0.00014698377240333573,0.00016365645453780673,0.0,1.5074219224068698e-05,7.024999707299554e-05,0.00018156122260195155,0.00028203582439425976,0.00036508234590360987,0.0007894145181406626,0.0008869856469196815,-2.4160937189990177e-46,2.663774976835451e-05,0.00012467922873689254,0.000323624229705607,0.0005039946745134603,0.0006534886483106927,0.0014214618255992705,0.0015988314403528553,0.0,3.846565991444994e-05,0.0001809647754862637,0.00047218214131002003,0.0007376791726351516,0.0009585149042794655,0.0021013780432925793,0.002367006799244563,118.084345961401
0.0,3.440209178092096e-06,1.5462198686278596e-05,3.852146392237836e-05,5.853268406688919e-05,7.466493468304906e-05,0.00015310589709505303,0.00017041313220904158,0.0,1.5747190870018802e-05,7.3332547467209e-05,0.00018933305048689719,0.0002938880743433833,0.0003802156626635975,0.000820272059595735,0.00092125059164652,-2.5472605539226688e-46,2.782470162765954e-05,0.00013013574783552612,0.0003374268683413115,0.0005250819065648945,0.0006804432927707,0.0014766166540581577,0.001660110131396902,0.0,4.017587069744576e-05,0.00018886050317620614,0.0004922361269253462,0.0007683870862843272,0.000997824375481603,0.002182209990006683,0.0024568885529018497,119.08506075768406
0.0,3.5971564015529585e-06,1.615808962523858e-05,4.022179249965879e-05,6.10795834527548e-05,7.78794723250789e-05,0.0001594086151431342,0.0001773660677754112,0.0,1.6442792620471264e-05,7.651541256006872e-05,0.00019734641970715826,0.00030609640365124975,0.00039579232660201866,0.0008519413403264972,0.0009563976144997951,-2.6799903227054338e-46,2.9051353949605414e-05,0.00013576862465896654,0.00035165464031103273,0.0005467960040665573,0.0007081784379913092,0.0015331981594569604,0.001722938250847784,0.0,4.194296698380763e-05,0.00019700959761315243,0.000512901992165345,0.0007999977112942225,0.0010382578799252567,0.0022650944937519933,0.0025489985141998865,120.08577555396712
0.0,3.7595900974613657e-06,1.6877702274805987e-05,4.197809456803025e-05,6.370821015736011e-05,8.119525023440787e-05,0.00016589477583742773,0.000184518237116298,0.0,1.7161528448316787e-05,7.980065749272136e-05,0.00020560577866529932,0.0003186668121743015,0.0004118193406743146,0.0008844318308713444,0.0009924362816003383,-2.813758458091971e-46,3.0318579965176053e-05,0.00014158143179822695,0.00036631522483792603,0.0005691472990360288,0.0007367060169471953,0.001591221963402227,0.0017873315285554395,0.0,4.376818519717047e-05,0.0002054171086818787,0.0005341904924426442,0.0008325254448729158,0.001079832045194125,0.002350052678825105,0.0026433578229845306,121.08649035025019
0.0,3.9276405994782965e-06,1.7621574377792144e-05,4.3791538918550656e-05,6.642017022792074e-05,8.461417450029152e-05,0.00017256722118146896,0.00019187259986144767,0.0,1.79039076114839e-05,8.319036109858247e-05,0.0002141155859774648,0.0003316053285678051,0.00042830368777463655,0.0009177528016905643,0.001029375985329539,-2.94995437179164e-46,3.1627261239622607e-05,0.00014757776460399817,0.0003814162925179724,0.0005921460801949515,0.0007660379306707072,0.001650703512477366,0.0018533054795090776,0.0,4.5652773163392985e-05,0.00021408810700650555,0.0005561123967660072,0.0008659846557430916,0.0011225634401388989,0.0024371053692411413,0.002739987204708022,122.08720514653325
0.0,4.101441038158676e-06,1.839024762762298e-05,4.566330184472067e-05,6.9217078231806e-05,8.81381563900263e-05,0.00017942879442494957,0.00019943209835963848,0.0,1.867044124234945e-05,8.66866160662781e-05,0.0002228803046127472,0.0003449179438761627,0.00044525236963986726,0.0009519134489662191,0.001067225990980187,-3.0866439110985853e-46,3.297828770037723e-05,0.00015376124061602635,0.0003969654881201191,0.0006158025721235126,0.0007961860354975528,0.00171165799748707,0.0019208753248833475,0.0,4.7597990087239427e-05,0.0002230277066625214,0.0005786784909906952,0.0009003896930602046,0.001166468542244984,0.0025262730918040512,0.0028389070259071344,123.0879199428163
0.0,4.28112623131084e-06,1.9184268825991925e-05,4.759456626213601e-05,7.210056869739331e-05,9.176911244267527e-05,0.00018648230355132592,0.00020719967958560378,0.0,1.9461648170262375e-05,9.02915285367169e-05,0.0002319044104954441,0.0003586106573125749,0.0004626723178761063,0.0009869228513972488,0.0011059954331801552,-3.2227077322933794e-46,3.4372557507864495e-05,0.0001601354997194406,0.00041297052641831917,0.0006401270619716083,0.0008271621679061985,0.0017741003996471969,0.001990056046714827,0.0,4.960510649781643e-05,0.0002322410504251199,0.0006018995741384833,0.0009357548712741868,0.0012115637563266965,0.002617576010077632,0.0029401373084712128,124.08863473909936
0.0,4.466832276691158e-06,2.000418982898489e-05,4.9586521844717384e-05,7.507226019506257e-05,9.550896094202325e-05,0.00019373055183988388,0.0002151782565918374,0.0,2.0278052857329822e-05,9.400721833273398e-05,0.00024119238821113112,0.00037268947881942367,0.0004805704571163314,0.001022790022445335,0.0011456933220526258,-3.356749631343366e-46,3.581097700620847e-05,0.00016670420226807097,0.0004294391167928758,0.0006651297974518746,0.0008589780863709892,0.0018380454862485065,0.0020608623961898146,0.0,5.1675404103165734e-05,0.00024173329785648475,0.0006257864480491203,0.0009720944614862723,0.0012578654221213135,0.002711033981004915,0.003043697698129205,125.08934953538242
0.0,4.6586968443422716e-06,2.0850567126833073e-05,5.1640366666271734e-05,7.813378586559312e-05,9.93596243943957e-05,0.00020117632815580024,0.00022337071653846325,0.0,2.11201838539936e-05,9.783581787275162e-05,0.00025074873147177136,0.00038716040455248065,0.0004989536872316556,0.0010595237655877331,0.0011863285063374665,-3.4920241534119764e-46,3.7294460654734693e-05,0.00017347102958784278,0.00044637897692684507,0.0006908210050439826,0.0008916455083949139,0.0019035078548164566,0.002133308875133021,0.0,5.3810175727796214e-05,0.0002515096342555259,0.0006503499240915896,0.0010094227001779855,0.0013053897853909536,0.002806666580698022,0.0031496074653909346,126.09006433166547
0.0,4.856859170495014e-06,2.172396034844503e-05,5.375730466185791e-05,8.128678432318726e-05,0.00010332302815024177,0.00020882240696140937,0.00023177993344633546,0.0,2.198857457063676e-05,0.0001017794718905465,0.00026057795487544646,0.00040202941467876294,0.0005178288844637517,0.0010971327342086965,0.0012279097033422656,-3.627336936555137e-46,3.8823930997949575e-05,0.00018043968322424808,0.0004637978201234886,0.0007172108675637404,0.0009251760986216125,0.001970501828581138,0.0022074097174998456,0.0,5.6010725229683145e-05,0.0002615752920245349,0.0006756008183875493,0.001047753782929717,0.0013541530064170107,0.002904493029571616,0.003257885533880553,127.09077912794854
0.0,5.06146005147029e-06,2.2624936893921977e-05,5.593854618859164e-05,8.453289932063106e-05,0.0001074010999179323,0.00021667156774483298,0.00024040876082096968,0.0,2.2883762916499815e-05,0.00010584033766357991,0.00027068455987122874,0.0004173024804048786,0.0005372029317272997,0.001135625572373835,0.0012704455081973135,-3.761423816225336e-46,4.040031857855251e-05,0.00018761388550442876,0.0004817033784225937,0.0007443095673634462,0.000959581491446593,0.002039041530726134,0.0022831789170844195,0.0,5.8278367471612885e-05,0.00027193552256646157,0.0007015499648183901,0.0010871019017208831,0.0014041711686503416,0.0030045322393863053,0.003368550487084544,128.0914939242316
0.0,5.272640884262581e-06,2.3554067733743356e-05,5.8185307814839826e-05,8.787377941445568e-05,0.00011159576927755849,0.00022472654672657625,0.0002492600382511511,0.0,2.380629029064829e-05,0.00011002058451305805,0.00028107306094935663,0.0004329855643756565,0.00055708263852007,0.0011750106648841018,0.0013139443705404822,-3.8936958738294296e-46,4.202456187395213e-05,0.00019499737707698149,0.0005001033801207702,0.0007721272467029651,0.0009948732377647615,0.0021091408768094413,0.002360630254782964,0.0,6.061442817008489e-05,0.0002825955706724071,0.0007282081882079458,0.0011274811549023473,0.001455460274440519,0.003106802818826553,0.003481620523061246,129.09220872051466
0.0,5.490545551556066e-06,2.4511928532705012e-05,6.049881210941478e-05,9.131107539422859e-05,0.00011590896994770419,0.00023299007341132246,0.00025833660510851734,0.0,2.4756704702421415e-05,0.0001143223935178875,0.00029174797737155486,0.00044908461099214635,0.0005774748014965314,0.001215296419970051,0.0013584145953292126,-4.024885112126934e-46,4.369760724190209e-05,0.0002025939176413031,0.0005190055624120119,0.0008006740239583451,0.0010310628393280328,0.0021808135986109544,0.0024397772284542813,0.0,6.302024376714357e-05,0.00029356074921525825,0.000755586310731376,0.0011689056099183726,0.0015080362122533385,0.0032113230743101816,0.003597113496167013,130.09292351679773
0.0,5.715319496477875e-06,2.5499099589895498e-05,6.288028743076843e-05,9.484644440910001e-05,0.00012034264534571362,0.00024146485988824488,0.0002676412424947145,0.0,2.5735557946895747e-05,0.00011874795792988092,0.00030271383228480084,0.0004656055715045805,0.0005983861864846734,0.0012564910439447712,0.001403864353656142,-4.15600460101453e-46,4.5420408877857545e-05,0.0002104072853059612,0.0005384176920856707,0.0008299600360165305,0.0010681617386189568,0.0022540731657266526,0.00252063310283929,0.0,6.549716141855701e-05,0.0003048363846898876,0.0007836951555023794,0.0012113892836608958,0.0015619147836569039,0.003318110976144488,0.0037150469395122467,131.0936383130808
